,client_id,district_id,client_age,client_gender,disp_id,account_id,disp_type,card_id,card_type,days_since_card_issuance,district_name,region,num_inhabitants,num_munipalities_gt499,num_munipalities_500to1999,num_munipalities_2000to9999,num_munipalities_gt10000,num_cities,ratio_urban,average_salary,unemp_rate95,unemp_rate96,num_entrep_per1000,num_crimes95,num_crimes96,account_district_id,account_freq,account_date_opened,freq_orders,freq_order_insurance,freq_order_household,freq_order_leasing,mon_order_insurance,mon_order_household,mon_order_leasing,loan_id,loan_date,loan_amount,loan_duration,monthly_loan_payment,loan_status,recent_transaction,length_of_relationship,mon_avg_balance,freq_transaction,mon_trans_cred,mon_trans_withraw,freq_first_3years,freq_last_3years,potential_loan,risky_customer,type_of_customer
30,31,68,56.88,M,31,25,OWNER,,,,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,4.09,5887,68,MONTHLY,1996-07-28,4.0,1.0,1.0,0.0,164.0,6817.0,0.0,4962.0,1997-12-08,30276.0,12.0,2523.0,A,1,886,56279.1284671533,274,18224.050000000003,7625.901041666665,0,274,False,False,regular
31,32,52,38.41,M,32,26,OWNER,,,,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2.52,2799,52,MONTHLY,1993-08-08,1.0,0.0,1.0,0.0,0.0,10387.0,0.0,,,,,,,1,1971,32862.65954415958,351,13243.642105263163,7842.353211009183,85,266,True,False,prospect
32,33,73,70.07,F,33,27,OWNER,,,,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,3.33,4433,73,MONTHLY,1993-09-26,1.0,0.0,1.0,0.0,0.0,4054.0,0.0,,,,,,,1,1922,22750.368465909105,352,4582.039259259261,2702.2064516129003,70,282,False,False,regular
33,36,7,40.44,F,36,29,OWNER,,,,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,2.26,4846,7,MONTHLY,1994-11-24,3.0,1.0,1.0,0.0,8.0,6871.0,0.0,,,,,,,1,1498,32130.321525885527,367,9617.432999999999,3461.391011235952,4,363,False,False,regular
34,37,7,48.38,M,37,29,DISPONENT,,,,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,2.26,4846,7,MONTHLY,1994-11-24,3.0,1.0,1.0,0.0,8.0,6871.0,0.0,,,,,,,1,1498,32130.321525885527,367,9617.432999999999,3461.391011235952,4,363,False,False,regular
35,38,36,45.42,F,38,30,OWNER,,,,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,3.33,6132,36,MONTHLY,1995-03-04,1.0,0.0,0.0,1.0,0.0,0.0,2480.2,,,,,,,2,1397,56750.19217081853,281,17715.226153846157,14959.098013245044,0,281,True,False,prospect
36,39,68,50.92,M,39,31,OWNER,,,,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,4.09,5887,68,MONTHLY,1994-04-27,1.0,0.0,1.0,0.0,0.0,10202.0,0.0,,,,,,,32,1678,57445.495039164474,383,17746.878658536592,13229.17534246577,59,324,True,False,prospect
37,40,5,61.93,F,40,32,OWNER,,,,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,3.85,3040,5,MONTHLY,1995-08-28,,,,,,,,,,,,,,1,1221,55656.91611111108,180,8955.25243902439,6577.663265306118,0,180,True,False,prospect
38,41,22,50.33,M,41,33,OWNER,3.0,gold,8503.0,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1.1,1117,22,MONTHLY,1993-08-26,1.0,0.0,1.0,0.0,0.0,3892.0,0.0,,,,,,,1,1953,72337.54040697675,344,12764.850381679387,7322.95492957747,81,263,True,False,prospect
39,42,68,83.38,M,42,34,OWNER,4.0,classic,7323.0,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,4.09,5887,67,WEEKLY,1993-09-17,3.0,0.0,1.0,1.0,0.0,502.0,1479.0,,,,,,,1,1931,53975.8193154034,409,17294.271653543303,7610.843971631206,87,322,False,False,regular
40,43,75,98.19,M,43,35,OWNER,,,,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,5.38,4505,75,MONTHLY,1993-07-07,2.0,0.0,2.0,0.0,0.0,1192.0,0.0,,,,,,,1,2003,19932.312401055417,379,2829.5440944881893,1343.6904761904757,88,291,False,False,regular
41,44,38,41.95,F,44,36,OWNER,,,,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,7.08,2822,1,MONTHLY,1993-07-01,1.0,0.0,1.0,0.0,0.0,4069.0,0.0,,,,,,,1,2009,44958.03376288661,388,10716.982089552239,5342.238582677168,98,290,False,False,regular
42,45,20,66.35,M,45,37,OWNER,,,,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,2.65,1542,20,MONTHLY,1997-08-18,4.0,1.0,1.0,0.0,97.0,2317.0,0.0,4967.0,1998-10-14,318480.0,60.0,5308.0,D,1,500,37547.42230769224,130,13806.366666666665,4799.198936170211,0,130,False,True,risky
43,46,19,78.93,F,46,38,OWNER,,,,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,3.13,1099,19,WEEKLY,1997-08-08,4.0,1.0,1.0,0.0,228.0,6901.0,0.0,4968.0,1998-04-19,110736.0,48.0,2307.0,C,1,510,34462.22846153847,130,6422.193750000001,3215.6634146341453,0,130,False,False,regular
44,47,76,84.48,M,47,39,OWNER,,,,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,4.73,2807,36,MONTHLY,1993-09-22,2.0,0.0,2.0,0.0,0.0,1557.5,0.0,,,,,,,1,1926,24918.13934837092,399,3346.1911290322587,1449.4974545454536,79,320,False,False,regular
45,48,16,78.9,M,48,40,OWNER,,,,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1.12,1913,64,MONTHLY,1993-10-25,2.0,0.0,1.0,0.0,0.0,33.0,0.0,,,,,,,1,1893,23698.230601092877,366,3495.5541353383464,1893.5802575107275,78,288,False,False,regular
46,49,72,59.64,F,49,41,OWNER,,,,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,3.8,9208,72,MONTHLY,1997-08-02,,,,,,,,,,,,,,1,516,58751.75774647888,71,9109.525000000001,6490.720000000002,0,71,True,False,prospect
47,50,39,40.4,F,50,42,OWNER,,,,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,7.34,4743,39,MONTHLY,1996-08-16,3.0,1.0,1.0,0.0,1592.0,4239.0,0.0,,,,,,,1,867,29084.17323232325,198,4928.4,2107.4429629629635,0,198,False,False,regular
48,51,36,39.06,F,51,43,OWNER,5.0,junior,8635.0,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,3.33,6132,36,MONTHLY,1994-06-12,1.0,0.0,1.0,0.0,0.0,6589.0,0.0,,,,,,,1,1663,60897.162305295955,321,12957.381249999997,6652.918660287083,28,293,True,False,prospect
49,52,32,94.07,M,52,44,OWNER,,,,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,2.8,4505,32,MONTHLY,1993-05-10,1.0,0.0,1.0,0.0,0.0,2344.0,0.0,,,,,,,1,2061,19124.711392405057,316,2188.016793893129,1420.471351351353,83,233,False,False,regular
50,53,64,41.64,M,53,45,OWNER,,,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,1.6,4265,64,MONTHLY,1997-09-02,,,,,,,,,,,,,,1,485,27239.694202898558,69,1942.4219512195123,1920.0214285714283,0,69,True,False,prospect
51,55,45,70.28,F,55,47,OWNER,,,,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2.28,2122,45,MONTHLY,1993-08-08,4.0,1.0,1.0,0.0,141.0,6940.0,0.0,,,,,,,1,1971,45139.10991150457,565,18844.544360902255,5619.372685185192,129,436,False,False,regular
52,56,21,58.75,M,56,48,OWNER,7.0,classic,7491.0,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,1.51,2354,21,MONTHLY,1996-11-17,2.0,0.0,1.0,0.0,0.0,6268.0,0.0,,,,,,,1,774,49740.438410596034,151,12193.609615384614,5688.404040404038,0,151,False,False,regular
53,57,21,57.03,F,57,48,DISPONENT,,,,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,1.51,2354,21,MONTHLY,1996-11-17,2.0,0.0,1.0,0.0,0.0,6268.0,0.0,,,,,,,1,774,49740.438410596034,151,12193.609615384614,5688.404040404038,0,151,False,False,regular
54,58,1,91.69,F,58,49,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,0.29,99107,1,MONTHLY,1997-04-06,1.0,0.0,1.0,0.0,0.0,3102.0,0.0,,,,,,,1,634,15599.062365591395,93,2307.818604651163,1678.5120000000002,0,93,False,False,regular
55,59,1,61.86,M,59,50,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,0.29,99107,1,MONTHLY,1994-05-06,2.0,0.0,1.0,0.0,0.0,269.0,0.0,,,,,,,1,1700,37433.39124668432,377,8559.970940170939,3520.721538461535,37,340,False,False,regular
56,60,67,38.84,M,60,51,OWNER,8.0,junior,7513.0,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,5.77,3079,67,MONTHLY,1996-05-11,2.0,0.0,1.0,0.0,0.0,2074.0,0.0,,,,,,,1,964,59944.55625000012,192,11274.322222222218,4744.648062015501,0,192,False,False,regular
57,61,16,70.4,F,61,52,OWNER,,,,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1.12,1913,16,MONTHLY,1997-01-29,2.0,0.0,1.0,0.0,0.0,560.0,0.0,,,,,,,1,701,39730.835416666676,144,13394.408333333333,6476.7895833333305,0,144,False,False,regular
58,62,77,86.07,M,62,53,OWNER,,,,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,4.01,3590,77,MONTHLY,1995-06-07,1.0,0.0,1.0,0.0,0.0,2851.0,0.0,,,,,,,1,1303,18613.801522842637,197,2156.597701149425,1568.1254545454556,0,197,False,False,regular
59,63,4,59.57,M,63,54,OWNER,,,,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,4.64,5892,4,MONTHLY,1995-05-02,1.0,0.0,1.0,0.0,0.0,2280.0,0.0,,,,,,,1,1339,18798.170952380973,210,1739.2719101123596,1057.6809917355379,0,210,True,False,prospect
60,64,20,92.71,M,64,55,OWNER,,,,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,2.65,1542,20,MONTHLY,1996-02-19,1.0,0.0,1.0,0.0,0.0,3086.0,0.0,,,,,,,1,1046,16824.924666666666,150,2459.4723076923074,1633.8517647058834,0,150,False,False,regular
61,65,50,75.6,F,65,56,OWNER,,,,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,4.83,2134,50,MONTHLY,1994-05-16,1.0,0.0,1.0,0.0,0.0,8080.0,0.0,,,,,,,1,1690,34957.85904436858,293,7709.6474576271185,4869.542857142853,30,263,False,False,regular
62,66,1,67.14,F,66,57,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,0.29,99107,1,MONTHLY,1995-05-21,1.0,0.0,1.0,0.0,0.0,4107.0,0.0,,,,,,,1,1320,43838.77686274508,255,11602.674712643679,5633.498809523806,0,255,False,False,regular
63,67,29,86.15,F,67,58,OWNER,,,,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,2.82,888,29,MONTHLY,1996-08-23,,,,,,,,,,,,,,1,860,12628.816058394163,137,3043.862962962963,1844.7337349397596,0,137,False,False,regular
64,68,43,72.05,M,68,59,OWNER,,,,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,1.72,3891,43,MONTHLY,1994-03-27,2.0,0.0,1.0,0.0,0.0,695.0,0.0,,,,,,,1,1740,45484.691688311665,385,7651.18780487805,3287.344274809157,48,337,False,False,regular
65,70,70,93.04,M,70,61,OWNER,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,6.63,10108,70,MONTHLY,1993-12-11,2.0,0.0,2.0,0.0,0.0,1156.5,0.0,,,,,,,1,1846,19932.28318584071,339,2106.8068376068377,1027.3558558558568,48,291,False,False,regular
66,71,70,91.92,F,71,61,DISPONENT,,,,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,6.63,10108,70,MONTHLY,1993-12-11,2.0,0.0,2.0,0.0,0.0,1156.5,0.0,,,,,,,1,1846,19932.28318584071,339,2106.8068376068377,1027.3558558558568,48,291,False,False,regular
67,72,47,95.98,M,72,62,OWNER,,,,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,1.51,5410,47,MONTHLY,1993-03-28,1.0,0.0,1.0,0.0,0.0,2273.0,0.0,,,,,,,1,2104,23603.571629213493,356,2650.0451851851853,1543.3004524886874,96,260,False,False,regular
68,73,22,94.88,M,73,63,OWNER,,,,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1.1,1117,22,MONTHLY,1996-11-16,2.0,0.0,2.0,0.0,0.0,1197.0,0.0,,,,,,,1,775,26384.806201550386,129,2734.765957446808,1173.1585365853662,0,129,False,False,regular
69,74,22,93.45,F,74,63,DISPONENT,,,,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1.1,1117,22,MONTHLY,1996-11-16,2.0,0.0,2.0,0.0,0.0,1197.0,0.0,,,,,,,1,775,26384.806201550386,129,2734.765957446808,1173.1585365853662,0,129,False,False,regular
70,75,64,41.26,F,75,64,OWNER,,,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,1.6,4265,64,MONTHLY,1997-03-11,,,,,,,,,,,,,,31,630,24198.525,44,3994.3266666666673,7007.142857142857,0,44,True,False,prospect
71,76,36,51.24,F,76,65,OWNER,9.0,classic,7720.0,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,3.33,6132,36,MONTHLY,1996-10-29,3.0,1.0,1.0,0.0,3401.0,686.0,0.0,,,,,,,1,793,53423.4138121547,181,13335.783018867922,5083.207812499998,0,181,False,False,regular
72,77,1,62.86,F,77,66,OWNER,10.0,classic,8042.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,0.29,99107,48,TRANSACTION,1993-12-03,1.0,0.0,0.0,1.0,0.0,0.0,4471.3,,,,,,,1,1854,64825.51582278486,316,24307.19593495934,14971.668393782384,57,259,True,False,prospect
73,78,16,74.55,F,78,67,OWNER,,,,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1.12,1913,16,MONTHLY,1994-10-19,3.0,0.0,1.0,0.0,0.0,6393.0,0.0,4973.0,1996-05-02,165960.0,24.0,6915.0,A,1,1534,56893.320680628305,382,22342.519607843136,7997.239285714292,7,375,False,False,regular
74,79,37,49.8,F,79,68,OWNER,11.0,gold,7720.0,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4.46,4166,37,TRANSACTION,1994-12-20,4.0,1.0,1.0,0.0,137.0,1705.0,0.0,,,,,,,1,1472,65934.10990566055,424,19095.13775510204,5442.349693251534,1,423,False,False,regular
75,80,64,39.83,F,80,69,OWNER,,,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,1.6,4265,64,MONTHLY,1996-01-12,,,,,,,,,,,,,,1,1084,29508.92448979588,196,2295.147967479675,2997.6958904109606,0,196,True,False,prospect
76,81,8,42.65,M,81,70,OWNER,,,,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,1.25,4987,8,MONTHLY,1995-02-18,1.0,0.0,1.0,0.0,0.0,4150.0,0.0,,,,,,,1,1412,38459.73959183677,245,4740.810891089109,3030.5458333333318,0,245,True,False,prospect
77,82,8,39.0,F,82,70,DISPONENT,,,,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,1.25,4987,8,MONTHLY,1995-02-18,1.0,0.0,1.0,0.0,0.0,4150.0,0.0,,,,,,,1,1412,38459.73959183677,245,4740.810891089109,3030.5458333333318,0,245,False,False,regular
